number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
1,"Currently your CG is at 499.37 cm, your leading edge MAC is 413.9 cm and trailing edge MAC is 698.8 cm. What is the CG in percent MAC?",70%,43%,30%,20%,C,30%,2.L.ii.1,multiple_choice,,,,CG in % MAC
2,The Datum is 495 cm forward of the nose of the aircraft. How far from the nose is your CG?,1.72 inches,126 inches,197 inches,3.58 inches,A,1.72 inches,1.C.ii.2,multiple_choice,,,,Miscellaneous
3,"The maximum weight of a Challenger 300 is 17,690 KG. What is this in pounds?","38,922 LBS","38,918 LBS","38,899 LBS","38,851 LBS",B,"38,918 LBS",1.B.i,multiple_choice,,,,Conversions
4,"Assuming a fuel density of 6.75 LBS/GAL, if the Challenger 300 holds 14,150 LBS, how many liters is that?","9,537","2,096","7,934","3,738",C,"7,934",1.D.ii,multiple_choice,,,,Conversions
5,At FL430 and ISA+11° you are flying at 0.825 Mach. What is your indicated airspeed?,469 knots,217 knots,461 knots,213 knots,B,217 knots,2.G.ii,multiple_choice,,,,Airspeed / Mach
6,Flying the LOC/DME-E instrument approach into Aspen requires a descent gradient of 6.59°. What descent rate is required if you are flying 113 KIAS with a 10 knot tailwind? Assume pressure altitude of 7837' at ISA.,1596,1471,1318,1449,A,1596,2.C.iii,multiple_choice,,,,Rate of descent
7,"You just purchased a 1981 C-172P with 27,667 hours on the airframe. How many seconds is this?","996,012,000","99,601,200","9,960,120","996,012",B,"99,601,200",1.A.i,multiple_choice,,,,Time problems with hours/min/sec
8,"On a Lycoming engine, the maximum cylinder head temperature is 500°F. What is that in Celsius?",278°,284°,245°,260°,D,260°,1.E.i,multiple_choice,,,,Conversions
9,You need 1.8 hours of PIC time before you can take your commercial checkride. Your Piper burns 9.4 GPH with a tank of 42 gallons. How far out do you need to travel at 138 KTAS with winds 245° at 38 KTS on a course of 296° to get your required time?,63.6 NM,117.7 NM,168.5 NM,290.8 NM,B,117.7 NM,2.M.ii.1,multiple_choice,,,,Radius of action
10,"Referencing the previous question, if the aircraft cost $127 per hour without fuel, how much money will you spend on this flight if the fuel cost $4.37/GAL?",$73.94 ,$137.64 ,$302.54 ,$200.94 ,C,$302.54 ,2.B.ii.2,multiple_choice,,Referenced question 9: You need 1.8 hours of PIC time before you can take your commercial checkride. Your Piper burns 9.4 GPH with a tank of 42 gallons. How far out do you need to travel at 138 KTAS with winds 245° at 38 KTS on a course of 296° to get your required time?,,Fuel burn / fuel required
11,"While cruising at 111 KIAS, your CFI silently calculates the aircraft ground speed. He mentions to you that over the preceding 45.29 minutes, you have averaged 59.676 m/s. What was the distance covered during that time?",95.5 NM,162.1 KM,100.8 NM,82.4 SM,B,162.1 KM,2.A.ii.1,multiple_choice,,,,Multiplication / division
12,"Reference the previous question: If your OAT for that flight was 268 Kelvin at a pressure altitude of 12,000' MSL, what was your TAS?",135 km/h,214 km/h,92 knots,133 knots,D,133 knots,2.H.ii.2,multiple_choice,,"Referenced question 11: While cruising at 111 KIAS, your CFI silently calculates the aircraft ground speed. He mentions to you that over the preceding 45.29 minutes, you have averaged 59.676 m/s. What was the distance covered during that time?",,Airspeed / Mach
13,Your course over the ground is 320° but you are heading 314°. The OAT is -10°C and your TAS is 178 KTS. Your calculated top of descent is 67 NM ahead and you figure you will get to that point in 19 minutes 31 seconds. What are the winds aloft?,185°/35 KTS,355°/15 KTS,175°/35 KTS,005°/15 KTS,C,175°/35 KTS,3.B.ii,multiple_choice,,,,Wind correction
14,"You are at the flight dispatch desk hoping to start your lesson early because you have a class the next morning. Unfortunately, your assigned aircraft is still out flying. You look at their ADS-B data at 20:12 Zulu and they are showing headed back to the airport at a ground speed of 94 KTS. If they are 32 NM away from the airport, what time will they return? Assume constant GS.",In 0.46 hrs,20:26,21:26,20:32,D,20:32,2.A.ii,multiple_choice,,,,Time problems with hours/min/sec
15,"You need to log just a couple more hours to reach your restricted ATP minimums. When you go fly, you decide to find a direct headwind and pull the throttle back to Econ power. After flying 4.0 hours, you realize that you've flown 32 NM in a calculated wind of 034° at 106 KTS. Your heading was 037° during that time. What was your TAS?",112 KTS,95 KTS,78 KTS,125 KTS,A,112 KTS,3.B.ii,multiple_choice,,,,Airspeed / Mach
16,"You are on a 1.5 NM approach to land on runway 16L. You are traveling at 90 KTAS and the current winds at the field are 170° at 10 knots. You are currently at 7,258 feet and the threshold is at 6,576 feet. What is your rate of descent?",703 FPM,682 FPM,606 FPM,340 FPM,C,606 FPM,2.C.iii,multiple_choice,,,,Rate of descent
17,"Your home airport elevation is 1,023' MSL. The temperature is 97°F. The altimeter setting is 29.78"" Hg. What is the density altitude?","1,610'","9,648'","3,453'","1,163'",C,"3,453'",2.H.ii,multiple_choice,,,,Density altitude
18,"During preflight, you intend to add some oil to your engine. You add 63% of a gallon. How many pounds did you add?",4.7,7.5,11.9,3.8,A,4.7,1.B.i,multiple_choice,,,,Weight change
19,"What is the crosswind component for takeoff under the following conditions? You depart from runway 11, ATIS reports winds 160° at 17 knots. Magnetic variation is 8° E.",11 knots,13 knots,15 knots,14 knots,B,13 knots,3.E.i,multiple_choice,,,,Crosswind component
20,435 MPH = ___ meters per second.,194,70,64,221,A,194,1.F.ii,multiple_choice,,,,Conversions
21,"At 25 DME, how many radials are crossed in 1 NM flying perpendicular to a VOR?",1.2,1.7,2,2.4,D,2.4,2.E.i,multiple_choice,,,,DME arc
22,What is the speed of an aircraft flying perpendicular to a VOR if it is 4.5 NM away and the bearing pointer changes 12° in 31 seconds?,104.8 knots,128.2 knots,174.3 knots,194.1 knots,A,104.8 knots,2.F.i,multiple_choice,,,,DME arc
23,"Twenty-five minutes into your trip, you realize you are 5.6 NM off course. Your GS is 97 knots. How many degrees correction do you need to parallel your course?",4.84°,6.92°,7.25°,8.32°,D,8.32°,2.E.ii.1,multiple_choice,,,,Off-Course
24,"Referencing the previous question, you want to re-intercept your course 45 NM prior to your destination that is 107 NM from present position. How many additional degrees are needed to do this?",3.42°,4.42°,5.42°,6.42°,C,5.42°,2.E.ii.2,multiple_choice,,"Referenced question 23: Twenty-five minutes into your trip, you realize you are 5.6 NM off course. Your GS is 97 knots. How many degrees correction do you need to parallel your course?",,Off-Course
25,After flying for 3:24:00 your aircraft has burned 141.4 liters. How many liters are you burning per hour?,26.2,41.6,43.7,61.8,B,41.6,2.B.i,multiple_choice,,,,Fuel burn / fuel required
26,"For a planned TAS of 152 MPH, what IAS should you fly at 6,500' MSL, OAT 7°C, and altimeter setting 29.64"" Hg?",136 MPH,147 MPH,158 MPH,170 MPH,A,136 MPH,2.H.i,multiple_choice,,,,Airspeed / Mach
27,You and your friend depart an airport at the same time. If you are traveling at 170 MPH and your friend is doing 126 KTS how long will it take you to get 1 NM ahead of them?,2:43,1:21,24:30:00,36:40:00,A,2:43,2.A.ii,multiple_choice,,,,Overtaking aircraft
28,"The winds are 330° at 20 knots, you depart due south, and you maintain 148 KTAS. What is your ground speed?",187 KTS,162 KTS,165 KTS,143 KTS,C,165 KTS,3.A.i,multiple_choice,,,,Wind correction
29,"It's a hot 95°F day as you depart from an airport elevation of 3,750'. If the current altimeter is 30.17"" Hg, what is the density altitude?","6,180'","6,620'","3,600'","4,110'",B,"6,620'",2.H.ii.1,multiple_choice,,,,Density altitude
30,"The POH lists takeoff distance at sea level of 1,200 feet. It also says to increase takeoff distance 9% for each 1,000' above a standard sea level day. Referencing the previous question, what is the corrected takeoff distance?","1,644'","2,180'","2,384'","1,915'",D,"1,915'",1.G.ii.2,multiple_choice,,"Referenced question 29: It's a hot 95°F day as you depart from an airport elevation of 3,750'. If the current altimeter is 30.17"" Hg, what is the density altitude?",,Miscellaneous
31,"Your flight covers 480 NM in four hours at a ground speed of 120 KTS. If your average fuel burn is 9.5 GPH, how many total liters will you burn?",36.0 liters,100.4 liters,143.8 liters,25.7 liters,C,143.8 liters,2.B.i,multiple_choice,,,,Fuel burn / fuel required
32,"The standard weight and balance for you with full fuel is 1730 LBS and CG of 26.3"". If you bring two friends (150 LBS and 210 LBS) in the back seat at 51"" what will be your new CG?","30.55""","22.05""","26.73""","25.88""",A,"30.55""",2.K.i.1,multiple_choice,,,,Weight change
33,"Reference the previous question. During the flight you burn off 26 gallons from 21"". What will your CG be upon landing?","38.25""","29.78""","33.51""","31.32""",D,"31.32""",2.K.ii.2,multiple_choice,,"Referenced question 32: The standard weight and balance for you with full fuel is 1730 LBS and CG of 26.3"". If you bring two friends (150 LBS and 210 LBS) in the back seat at 51"" what will be your new CG?",,Weight change
34,"You have decided to limit yourself to 10 knots of crosswind. If the winds are 350° at 22 knots and you are departing runway 31, would you be within your limits?","No, it is a 14 knot crosswind","No, it is a 17 knot crosswind","No, it is an 11 knot crosswind","Yes, it is a 7 knot crosswind",A,"No, it is a 14 knot crosswind",3.E.i,multiple_choice,,,,Crosswind component
35,"You are called out to do a search. The winds aloft are 240° at 34 knots. The search area is 120° and 45 NM from your home airport and you will fly at 117 knots and 12.5 GPH. Once you arrive at the search area you will throttle back to 7.5 GPH. If you depart at 1700 Zulu, what time will you arrive in the search area?",1723,1718,1721,1728,C,1721,2.A.ii.1,multiple_choice,,,,Wind correction
36,Reference the previous question. How long will you be able to remain in the area and return with 30 minutes of reserve fuel at your cruise fuel burn? Your aircraft holds 46 usable gallons of fuel.,4:46,3:53,4:17,4:31,B,3:53,2.B.iii.2,multiple_choice,,"Referenced question 35: You are called out to do a search. The winds aloft are 240° at 34 knots. The search area is 120° and 45 NM from your home airport and you will fly at 117 knots and 12.5 GPH. Once you arrive at the search area you will throttle back to 7.5 GPH. If you depart at 1700 Zulu, what time will you arrive in the search area?",,Radius of action
37,"You are planning a 107 SM cross-country flight on a true course of 072°. The winds are 030° at 27 knots, and you will cruise at 118 KTAS. If you have 24 gallons of fuel on board, use 2.2 gallons for taxi/takeoff, and burn 9.4 gallons per hour, how much fuel endurance will you have remaining at your destination?",72 mins,82 mins,88 mins,96 mins,B,82 mins,2.B.iii,multiple_choice,,,,Fuel burn / fuel required
38,Your aircraft has a published wing area of 19.4 square meters. What is the wing loading at a maximum takeoff weight of 3160 lbs?,0.105 PSI,0.126 PSI,1.201 PSI,4.136 PSI,A,0.105 PSI,1.G.iii,multiple_choice,,,,Multiplication / division
39,You had originally planned your flight at FL390 and Mach 0.79. How much time would you save by flying at FL350 at Mach 0.83 on a 793 KM flight? Assume ISA conditions.,"1 minute, 53 seconds","2 minutes, 45 seconds","3 minutes, 55 seconds","4 minutes, 22 seconds",C,"3 minutes, 55 seconds",2.A.iii.1,multiple_choice,,,,Airspeed / Mach
40,"Referencing the previous question, what indicated airspeed will you fly reaching FL350 to maintain your planned Mach of 0.83?",245 KIAS,259 KIAS,266 KIAS,276 KIAS,C,266 KIAS,2.H.i.2,multiple_choice,,Referenced question 39: You had originally planned your flight at FL390 and Mach 0.79. How much time would you save by flying at FL350 at Mach 0.83 on a 793 KM flight? Assume ISA conditions.,,Airspeed / Mach
