number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
1,"25,697 ÷ 83.7 = _____________",3.0701,30.701,307.01,"3,070.10",C,307.01,,multiple_choice,,,,Multiplication / division
2,"You need to build multi engine time to apply for your first airline job, so you rent a twin at the local FBO with some friends. After the airplane is loaded, you find you have a weight of 4,329 pounds and a moment of 203,463 IN-LBS. What is your CG?",47.0 IN,21.3 IN,86.9 IN,470.0 IN,A,47.0 IN,,multiple_choice,,,,Miscellaneous
3,"You and your friends are practicing slow flight in the twin when an engine fails. You know from your performance charts that at your current weight and atmospheric conditions you should be able to climb at 400 FPM on one engine. However, that is in a clean configuration. Right now the gear is down (reduction of 35% in climb rate), the flaps are at 30° (reduction of 28% in climb rate), and the propeller of the bad engine is not feathered (reduction of 12% in climb rate). What is your climb rate before you clean up the aircraft?",No rate of climb; you're descending at 100 FPM,Less than 50 FPM,85 FPM,100 FPM,D,100 FPM,,multiple_choice,,,,Rate of climb
4,"On your approach back to the airport you want a nice, stable descent (3.0°). What should your altimeter read at 8 NM prior to the runway if field elevation is 1,625' MSL?","4,169 FT","2,544 FT","2,400 FT","1,649 FT",A,"4,169 FT",,multiple_choice,,,,Rate of descent
5,"It's day one of your new airline job, and shortly after takeoff you realize you left your mocha frappuccino at the gate. The captain agrees this is worth returning to the airport. Before you land you need to reduce your weight to max landing weight (74,957 LBS.). From where you start your approach it will take 12 minutes to land. Your burn rate is 3600 LBS/HR (assume that it stays constant). How long before you start your return to the airport to touch down at exactly max landing weight and retrieve your yummy beverage? Your current weight is 78,032 LBS.",0.85 HRS,25.6 MINS,85 MINS,"2,355 SECS",D,"2,355 SECS",,multiple_choice,,,,Fuel burn / fuel required
6,You depart your home airport on a 010° heading at 115 KTAS with 32 US gallons of fuel on board. If the winds are 060°@17 KTS how far will you be able to fly before you need to turn around to land with a 30 minute fuel reserve if you burn 9.3 GPH?,93 NM,79.5 NM,166 NM,197 NM,C,166 NM,,multiple_choice,,,,Radius of action
7,"From the previous question, how long will it take you to fly the return leg?",139 MINS,79.5 MINS,162 MINS,93 MINS,B,79.5 MINS,,multiple_choice,,Referenced question 6: You depart your home airport on a 010° heading at 115 KTAS with 32 US gallons of fuel on board. If the winds are 060°@17 KTS how far will you be able to fly before you need to turn around to land with a 30 minute fuel reserve if you burn 9.3 GPH?,,Radius of action
8,"As everyone is loading up in your airplane another friend decides they want to come along. You had planned to have a gross weight of 2436 LBS and a CG of 63.2"". Your friend weighs 182 LBS and will sit in the back at station 116. What is your new CG?","66.9""","63.6""","66.7""","59.5""",A,"66.9""",,multiple_choice,,,,Weight change
9,"From the previous question, if your friend convinces your front seat passenger (150 LBS at station 75) to change places with him, what will be the new CG?","67.4""","66.4""","60.0""","59.0""",B,"66.4""",,multiple_choice,,"Referenced question 8: As everyone is loading up in your airplane another friend decides they want to come along. You had planned to have a gross weight of 2436 LBS and a CG of 63.2"". Your friend weighs 182 LBS and will sit in the back at station 116. What is your new CG?",,Weight shift
10,As you are flying along during a cross country you decide to check some bearings off a nearby VOR. At 1705Z you cross the 115° radial. You take your next time at 1718Z when you cross the 155° radial. How long would it take you to fly directly to the VOR?,39 MINS,18.5 MINS,37 MINS,19.5 MINS,D,19.5 MINS,,multiple_choice,,,,Time to VOR
11,"From the previous question, if your GPS shows a ground speed of 120 KTS how far are you from the VOR?",39 NM,19.5 NM,27 NM,45 NM,A,39 NM,,multiple_choice,,Referenced question 10: As you are flying along during a cross country you decide to check some bearings off a nearby VOR. At 1705Z you cross the 115° radial. You take your next time at 1718Z when you cross the 155° radial. How long would it take you to fly directly to the VOR?,,Distance to VOR
12,You notice that you are 4 NM off course after flying for 30 NM. How many degrees would you need to turn to parallel your original course?,4.5°,5.7°,8°,6.9°,C,8°,,multiple_choice,,,,Off-Course
13,"From the previous question, if you have 68 NM remaining how many additional degrees would you need to turn if you wanted to intercept your original course 20 NM before your destination?",3.5°,5°,9.6°,13°,B,5°,,multiple_choice,,Referenced question 12: You notice that you are 4 NM off course after flying for 30 NM. How many degrees would you need to turn to parallel your original course?,,Off-Course
14,You are flying a heading of 230° and notice you have drifted 5° right of course. You then turn to a heading of 205° but drift 2° left. If you are flying at a true airspeed of 125 KTS what are the winds aloft?,212°@29 KTS,048°@17 KTS,032°@29 KTS,187°@22 KTS,A,212°@29 KTS,,multiple_choice,,,,Wind correction
15,"From the previous question, to avoid this on your next leg you decide to quickly re-plan on the fly. If your next leg is a course of 175° what heading should you fly?",167°,172°,183°,179°,C,183°,,multiple_choice,,Referenced question 14: You are flying a heading of 230° and notice you have drifted 5° right of course. You then turn to a heading of 205° but drift 2° left. If you are flying at a true airspeed of 125 KTS what are the winds aloft?,,Wind correction
16,32 ounces = ___ liters,1.13,0.11,0.66,0.95,D,0.95,,multiple_choice,,,,Conversions
17,How much does 12 pints of oil weigh?,112.3 LBS,22.5 LBS,5.11 KGS,24.75 KGS,C,5.11 KGS,,multiple_choice,,,,Conversions
18,"A German sailplane with a 28 meter wingspan has a glide ratio of 65:1. How far will it glide in a straight line from 7,500' AGL to touchdown under calm winds?",184.6 KM,129.1 NM,263.2 KM,92.3 SM,D,92.3 SM,,multiple_choice,,,,Miscellaneous
19,Can your 28 meter wingspan sailplane fit in a 30 yard wide hangar?,Yes you will clear it by .61 meters,Yes you will clear it by .56 meters,No you are short by .56 yards,No you are short by .61 yards,D,No you are short by .61 yards,,multiple_choice,,"Referenced question 18: A German sailplane with a 28 meter wingspan has a glide ratio of 65:1. How far will it glide in a straight line from 7,500' AGL to touchdown under calm winds?",,Conversions
20,Which best describes the weight of a 55 kg drum of oil?,112 LBS,412 LBS,the same as 38 quarts of oil,the same as 20 gallons of AVGAS,D,the same as 20 gallons of AVGAS,,multiple_choice,,,,Conversions
21,"If installing oversize tires on the main landing gear reduces normal cruise speed by 12% and the cruise speed before installing the tires is 87 knots, what will the cruise speed be after installing the new tires?",112 MPH,103 KTS,109 KTS,88 MPH,D,88 MPH,,multiple_choice,,,,Conversions
22,What is the pressure altitude if the density altitude is 5000 feet and the temperature is 40 degrees F?,5050 FT,4729 FT,4290 FT,1987 FT,A,5050 FT,,multiple_choice,,,,Density altitude
23,"If you have traveled 58 miles and are 3 miles off course, what is the course change required to parallel the original desired course?",1.16°,1.6°,3.1°,31°,C,3.1°,,multiple_choice,,,,Off-Course
24,Runway 13 has reported wind of 180 at 25 KTS. What is the headwind component?,20 MPH,18 MPH,16 MPH,14 MPH,B,18 MPH,,multiple_choice,,,,Crosswind component
25,"It is a beautiful afternoon and you decide you are going to fly from Cherokee, Iowa to Des Moines, Iowa (TC = 132°) to pick up your three cousins and fly them around to see some farmland. Billy Jo weighs 45.3 kilograms, Sally Sue weighs 54.4 kilograms, and Cletus weighs 81.8 kilograms. For weight and balance purposes, how many pounds combined do your three cousins weigh?",52.8 LBS,82.5 LBS,181.5 LBS,399.3 LBS,D,399.3 LBS,,multiple_choice,,Use the following information for questions 25-28.,,Weight change
26,"When you initially called 1-800-WX-BRIEF, the gentleman on the line told you that your winds aloft were as follows: 3,000': 350@15, 6,000': 035@32. Flying at a TAS of 154 knots at 5,500', how long will it take you to fly the remaining 75 NM and arrive in Des Moines?",27:36:00,27:54:00,28:21:00,28:58:00,C,28:21:00,,multiple_choice,,"Use the following information for questions 25-28. [[DIVIDER]] Referenced question 25: It is a beautiful afternoon and you decide you are going to fly from Cherokee, Iowa to Des Moines, Iowa (TC = 132°) to pick up your three cousins and fly them around to see some farmland. Billy Jo weighs 45.3 kilograms, Sally Sue weighs 54.4 kilograms, and Cletus weighs 81.8 kilograms. For weight and balance purposes, how many pounds combined do your three cousins weigh?",,Wind correction
27,"When you saw your cousins while taxiing in, you noticed a fourth person waiting for you. Uh, oh! It turns out it is Lester, the evil spawn child of your aunt and uncle. You remember you still have 15 gallons of fuel left and you don't want to take Lester on the trip with your three good cousins. It's a calm day and you know that your Cherokee burns fuel at 12.2 gal/hr. cruising at 182 KTS. How long could you take only Lester flying and safely return to the airport with day VFR fuel reserves?",29.4 MINS,34.4 MINS,43.8 MINS,44.6 MINS,C,43.8 MINS,,multiple_choice,,"Use the following information for questions 25-28. [[DIVIDER]] Referenced question 25: It is a beautiful afternoon and you decide you are going to fly from Cherokee, Iowa to Des Moines, Iowa (TC = 132°) to pick up your three cousins and fly them around to see some farmland. Billy Jo weighs 45.3 kilograms, Sally Sue weighs 54.4 kilograms, and Cletus weighs 81.8 kilograms. For weight and balance purposes, how many pounds combined do your three cousins weigh?",,Fuel burn / fuel required
28,"Along your trip you got sidetracked trying to make Lester behave and you realized you had been cutting into your fuel reserves. Then, 5 miles from the runway you lose both of your engines. You pull back to 90 knots (your best glide speed) and descend down toward the runway at 550 FT/MIN. What is your rate of descent in FT/NM?",367 FT/NM,550 FT/NM,824 FT/NM,980 FT/NM,A,367 FT/NM,,multiple_choice,,"Use the following information for questions 25-28. [[DIVIDER]] Referenced question 25: It is a beautiful afternoon and you decide you are going to fly from Cherokee, Iowa to Des Moines, Iowa (TC = 132°) to pick up your three cousins and fly them around to see some farmland. Billy Jo weighs 45.3 kilograms, Sally Sue weighs 54.4 kilograms, and Cletus weighs 81.8 kilograms. For weight and balance purposes, how many pounds combined do your three cousins weigh?",,Climb gradient
29,You have three 5-ounce bars of 0.999 fine silver which cost $22.95 per ounce. How much did you pay?,$114.75 ,$344.25 ,$68.85 ,$343.91 ,B,$344.25 ,,multiple_choice,,,,Multiplication / division
30,You put the bars in a duffel bag with an empty weight of 1.5 pounds. How many kilograms does the full bag weigh?,17.17,3.25,2.44,1.11,D,1.11,,multiple_choice,,Referenced question 29: You have three 5-ounce bars of 0.999 fine silver which cost $22.95 per ounce. How much did you pay?,,Conversions
31,You sell the bars to a crazy Canuck who pays $39.25 Canadian (CAD) per ounce. How much profit do you make in US Dollars if the current exchange rate is $1.14 CAD to $1 USD?,$172.20 ,$244.50 ,$516.45 ,$588.75 ,A,$172.20 ,,multiple_choice,,Referenced question 29: You have three 5-ounce bars of 0.999 fine silver which cost $22.95 per ounce. How much did you pay?,,Conversions
32,"If you have calculated your equal time point to be 158 NM after departure, what ground speed will you maintain outbound if the total distance to fly is 540 KM and your planned ground speed should you need to return is 165 MPH?",122 KTS,161 MPH,140 KTS,194 MPH,A,122 KTS,,multiple_choice,,,,Equal time to point
33,Find the magnetic heading to fly an aircraft at 118 KTAS on a magnetic course of 024° with winds depicted on the PFD as 245° at 27 KTS. Variation is 8E.,009°,015°,018°,023°,B,015°,,multiple_choice,,,,Wind correction
34,At what climb rate would an aircraft be assured to clear a 257' obstacle by 100' if the aircraft climbs from ground level at 80 knots ground speed and the obstacle is 0.74 SM away?,740 FPM,850 FPM,362 FPM,639 FPM,A,740 FPM,,multiple_choice,,,,Climb gradient
35,"An aircraft flying a true course of 235° at 170 KIAS at 8,500' MSL is experiencing a strong wind from 340° at 62 KTS. With atmospheric conditions of 7°C and 30.33"" Hg, what is the effective true airspeed of this aircraft?",196 KTS,186 KTS,205 KTS,201 KTS,B,186 KTS,,multiple_choice,,,,Airspeed / Mach
36,"Given: True airspeed = 450 KTS, wind at FL340 = 252° @148 KTS, true course = 047°, and temperature = ISA+07. What is the ground speed?",863 KMPH,504 KTS,518 KTS,667 MPH,D,667 MPH,,multiple_choice,,,,Wind correction
37,"Fresh from a long range navigation lecture where you learned about finding a course using latitude and longitude coordinates, you wish to impress your CFI at your upcoming lesson. You tell him that the distance between a degree of latitude is 60 NM and the distance between a degree of longitude can be calculated since it varies from 60 NM at the equator to zero at the Earth's poles. So he says, ""Ok, hot shot, using these points, one at N48°30' W101°22' and the other at N48°30' W99°47', what is the distance between them?""",57 NM,63 NM,71 NM,95 NM,B,63 NM,,multiple_choice,,,,Miscellaneous
38,"Riding along in the exit row of an Airbus A330, you wonder what local time it will be when you flyover New York City. You glance at the flight information screen and see that you left at 16:32 Zurich time which is GMT+2, are currently cruising at Mach 0.83 at FL380 (ISA-4) and have flown for 41 minutes so far with 6,022 km remaining. What day and local time will it be when you flyover New York City, which is GMT-4?",18:11 on the same day,19:30 on the same day,22:11 on the same day,00:07 on the next day,A,18:11 on the same day,,multiple_choice,,,,Time problems with hours/min/sec
39,The hottest day on record in the United States is 134°F. What is that in Celsius?,56.7°C,74.4°C,42.4°C,92.2°C,A,56.7°C,,multiple_choice,,,,Conversions
40,"Flying heading 328° you drift 5 degrees to the right, you then turn heading 257° and drift 3 degrees right. At 120 KTAS what are your winds?",230°@10 KTS,055°@11 KTS,275°@12 KTS,095°@13 KTS,A,230°@10 KTS,,multiple_choice,,,,Wind correction
