number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
1,What is the true airspeed?,477 kts,505 kts,463 kts,492 kts,A,477 kts,,multiple_choice,,Use the following information for questions 1-4. [[TABLE]],Item | Value [[NEXT_LINE]] Aircraft | Two Engine CRJ-900 [[NEXT_LINE]] Cruise altitude | FL300 [[NEXT_LINE]] OAT | -35°C [[NEXT_LINE]] Mach | 0.794 [[NEXT_LINE]] Wind | 290° at 85 kts [[NEXT_LINE]] Groundspeed | 469 kts [[NEXT_LINE]] Heading | 010°,Airspeed / Mach
2,What is the calibrated airspeed?,301 kts,287 kts,262 kts,274 kts,B,287 kts,,multiple_choice,,Use the following information for questions 1-4. [[TABLE]],Item | Value [[NEXT_LINE]] Aircraft | Two Engine CRJ-900 [[NEXT_LINE]] Cruise altitude | FL300 [[NEXT_LINE]] OAT | -35°C [[NEXT_LINE]] Mach | 0.794 [[NEXT_LINE]] Wind | 290° at 85 kts [[NEXT_LINE]] Groundspeed | 469 kts [[NEXT_LINE]] Heading | 010°,Airspeed / Mach
3,What is the ground speed in kilometers per hour?,754.6,253.8,867.7,291.5,C,867.7,,multiple_choice,,Use the following information for questions 1-4. [[TABLE]],Item | Value [[NEXT_LINE]] Aircraft | Two Engine CRJ-900 [[NEXT_LINE]] Cruise altitude | FL300 [[NEXT_LINE]] OAT | -35°C [[NEXT_LINE]] Mach | 0.794 [[NEXT_LINE]] Wind | 290° at 85 kts [[NEXT_LINE]] Groundspeed | 469 kts [[NEXT_LINE]] Heading | 010°,Conversions
4,What is the true course being flown?,200°,290°,110°,020°,D,020°,,multiple_choice,,Use the following information for questions 1-4. [[TABLE]],Item | Value [[NEXT_LINE]] Aircraft | Two Engine CRJ-900 [[NEXT_LINE]] Cruise altitude | FL300 [[NEXT_LINE]] OAT | -35°C [[NEXT_LINE]] Mach | 0.794 [[NEXT_LINE]] Wind | 290° at 85 kts [[NEXT_LINE]] Groundspeed | 469 kts [[NEXT_LINE]] Heading | 010°,Courses and headings
5,"On a two engine jet at Mach 0.77 fuel flow is 1,800 lbs/hr per engine. At Mach 0.80 fuel flow is increased by 7% and at Mach 0.82 fuel flow is increased by 17%. It's a standard day at FL360 with calm winds and you are planning a 500 nm cruise leg at Mach 0.77. After 120 nm you increase speed to Mach 0.80 for 150 nm. You then decide to increase to Mach 0.82 for the remainder of the cruise. How much additional gas is consumed by flying faster?",153 lbs,233 lbs,271 lbs,384 lbs,B,233 lbs,,multiple_choice,,,,Fuel burn / fuel required
6,How many gallons of Avgas are burned after 3 hours 27 minutes at an average rate of 76 pounds per hour?,22.0 gallons,38.7 gallons,43.7 gallons,61.0 gallons,C,43.7 gallons,,multiple_choice,,,,Fuel burn / fuel required
7,At FL360 conventional DME indicates a slant range of 12 nm. How many nautical miles laterally are you truly from the station?,8.5,9.5,10.5,11.5,C,10.5,,multiple_choice,,,,Distance to VOR
8,Your baseline pay as a new First Officer is $100/hr. You pick up a trip at 150% pay and budget 30% of every paycheck for various deductions. How much net take-home pay do you make every minute of flying on that trip?,$1.20 ,$1.65 ,$1.75 ,$2.50 ,C,$1.75 ,,multiple_choice,,,,Multiplication / division
9,"You are above your maximum landing weight of 34,137 kg. You currently weigh 75,980 lbs. You are burning 3,300 lbs/hr in fuel. How many minutes will you need to wait before you can land?",13,16,18,21,B,16,,multiple_choice,,,,Weight change
10,"One tablespoon of additive is equivalent to 0.5 fl oz. If you add 3 tablespoons of additive to 1 gallon of gas, what is the percentage of the additive to the total volume?",0.17%,0.16%,1.17%,1.16%,D,1.16%,,multiple_choice,,,,Conversions
